train_loss,epoch,step
1.7230250835418701,0,49
1.6039615869522095,0,99
1.201608419418335,0,149
1.422355055809021,0,199
1.43672513961792,0,249
1.3546544313430786,0,299
1.2148282527923584,0,349
1.396894931793213,0,399
1.079699158668518,0,449
0.8621889352798462,0,499
0.9997809529304504,0,549
0.8616832494735718,0,599
1.0709041357040405,0,649
0.9935025572776794,0,699
0.9017012715339661,0,749
1.0766220092773438,1,799
1.1937147378921509,1,849
0.8205947279930115,1,899
0.8280705213546753,1,949
0.92324298620224,1,999
0.9969390034675598,1,1049
0.8441973328590393,1,1099
1.141054391860962,1,1149
0.7932686805725098,1,1199
0.6595403552055359,1,1249
0.899792492389679,1,1299
0.9450889825820923,1,1349
0.7342076301574707,1,1399
0.8013150691986084,1,1449
0.969819962978363,1,1499
0.8970788717269897,1,1549
0.7799559235572815,2,1599
0.6204678416252136,2,1649
0.7131770253181458,2,1699
0.6429032683372498,2,1749
0.6119756698608398,2,1799
0.8393532037734985,2,1849
0.8916460275650024,2,1899
0.7155055403709412,2,1949
0.7281220555305481,2,1999
0.6974888443946838,2,2049
0.780645489692688,2,2099
0.5418570041656494,2,2149
0.7500669956207275,2,2199
0.5103173851966858,2,2249
0.9855907559394836,2,2299
0.742742657661438,3,2349
0.6832925081253052,3,2399
0.436842679977417,3,2449
0.8084275722503662,3,2499
0.7001811265945435,3,2549
0.6337014436721802,3,2599
0.6190850138664246,3,2649
0.7023143768310547,3,2699
0.5367743372917175,3,2749
0.6744574904441833,3,2799
0.703033447265625,3,2849
0.7816875576972961,3,2899
0.6484377980232239,3,2949
0.7613435983657837,3,2999
0.5758094787597656,3,3049
0.6462345719337463,3,3099
0.5314478874206543,4,3149
0.4728092551231384,4,3199
0.4656127095222473,4,3249
0.4829031825065613,4,3299
0.5243345499038696,4,3349
0.44774654507637024,4,3399
0.7031842470169067,4,3449
0.8863000273704529,4,3499
0.6368991136550903,4,3549
0.7590153217315674,4,3599
0.6321637630462646,4,3649
0.536532998085022,4,3699
0.6329113841056824,4,3749
0.5634793043136597,4,3799
0.5099565982818604,4,3849
0.6217354536056519,4,3899
0.2789400815963745,5,3949
0.420969694852829,5,3999
0.5184319615364075,5,4049
0.5488503575325012,5,4099
0.6454963684082031,5,4149
0.4825037717819214,5,4199
0.6081872582435608,5,4249
0.5713069438934326,5,4299
0.7130227088928223,5,4349
0.5270980596542358,5,4399
0.5948516130447388,5,4449
0.6483299732208252,5,4499
0.49668994545936584,5,4549
0.5178983211517334,5,4599
0.4756017327308655,5,4649
0.3865742087364197,6,4699
0.3964651823043823,6,4749
0.4835486114025116,6,4799
0.4878290295600891,6,4849
0.6417332887649536,6,4899
0.42132124304771423,6,4949
0.34288740158081055,6,4999
0.4514235854148865,6,5049
0.460452675819397,6,5099
0.2880426347255707,6,5149
0.5191195607185364,6,5199
0.5309534072875977,6,5249
0.4363482892513275,6,5299
0.5693251490592957,6,5349
0.2816818356513977,6,5399
0.3292965292930603,6,5449
0.3564523756504059,7,5499
0.505888044834137,7,5549
0.5125680565834045,7,5599
0.4228684902191162,7,5649
0.4598456621170044,7,5699
0.34012722969055176,7,5749
0.3647955060005188,7,5799
0.5018695592880249,7,5849
0.4373425841331482,7,5899
0.4601716995239258,7,5949
0.36867132782936096,7,5999
0.5494521856307983,7,6049
0.4984744191169739,7,6099
0.4610087275505066,7,6149
0.6221850514411926,7,6199
0.2495274692773819,7,6249
0.4118899703025818,8,6299
0.20393261313438416,8,6349
0.3527228534221649,8,6399
0.43935877084732056,8,6449
0.34311816096305847,8,6499
0.421489953994751,8,6549
0.6274892687797546,8,6599
0.24656404554843903,8,6649
0.458722859621048,8,6699
0.3952071964740753,8,6749
0.3889535963535309,8,6799
0.3515557646751404,8,6849
0.22670409083366394,8,6899
0.5121065378189087,8,6949
0.5266982316970825,8,6999
0.3381301760673523,9,7049
0.26855728030204773,9,7099
0.2923240661621094,9,7149
0.6550608277320862,9,7199
0.556204617023468,9,7249
0.3848758637905121,9,7299
0.5818529725074768,9,7349
0.3781358599662781,9,7399
0.41810959577560425,9,7449
0.27753549814224243,9,7499
0.45604100823402405,9,7549
0.3383883535861969,9,7599
0.644919753074646,9,7649
0.17930346727371216,9,7699
0.319796085357666,9,7749
0.3030011057853699,9,7799
